Review,Sentiment,Tokens,word_count
nobody identifies with these characters because theyre all cardboard cutouts and stereotypes or predictably reversestereotypes  ,0,"['nobody', 'identifies', 'character', 'theyre', 'cardboard', 'cutout', 'stereotype', 'predictably', 'reversestereotypes']",9
this is a bad film with bad writing and good actorsan ugly cartoon crafted by paul haggis for people who cant handle anything but the bold strokes in storytellinga picture painted with crayons  ,0,"['bad', 'film', 'bad', 'writing', 'good', 'actorsan', 'ugly', 'cartoon', 'crafted', 'paul', 'haggis', 'people', 'cant', 'handle', 'anything', 'bold', 'stroke', 'storytellinga', 'picture', 'painted', 'crayon']",21
crash is a depressing little nothing that provokes emotion but teaches you nothing if you already know racism and prejudice are bad things  ,0,"['crash', 'depressing', 'little', 'nothing', 'provokes', 'emotion', 'teach', 'nothing', 'already', 'know', 'racism', 'prejudice', 'bad', 'thing']",14
still i do like this movie for its empowerment of women theres not enough movies out there like this one  ,1,"['still', 'like', 'movie', 'empowerment', 'woman', 'there', 'enough', 'movie', 'like', 'one']",10
your brain will attempt to shutdown as part of a primal impulse of selfpreservation  ,0,"['brain', 'attempt', 'shutdown', 'part', 'primal', 'impulse', 'selfpreservation']",7
i was left shattered from the experience of watching this film and i took a good two hours to fully recover  ,0,"['left', 'shattered', 'experience', 'watching', 'film', 'took', 'good', 'two', 'hour', 'fully', 'recover']",11
this movie now joins revenge of the boogeyman and zombiez as part of the hellish trinity of horror films  ,0,"['movie', 'join', 'revenge', 'boogeyman', 'zombiez', 'part', 'hellish', 'trinity', 'horror', 'film']",10
i certainly do not mean this distinction in a good way  ,0,"['certainly', 'mean', 'distinction', 'good', 'way']",5
i mean this in a terrible way  ,0,"['mean', 'terrible', 'way']",3
this film has no redeeming features  ,0,"['film', 'redeeming', 'feature']",3
everything is appalling  ,0,"['everything', 'appalling']",2
artless camerawork endlessly presents us with the ugliest setting imaginable ie  ,0,"['artless', 'camerawork', 'endlessly', 'present', 'u', 'ugliest', 'setting', 'imaginable', 'ie']",9
the story is beyond stupid  ,0,"['story', 'beyond', 'stupid']",3
the script iswas there a script  ,0,"['script', 'script']",2
the kids are annoying  ,0,"['kid', 'annoying']",2
the lead man is charismafree  ,0,"['lead', 'man', 'charismafree']",3
utterly without merit on any level this is akin to torture  ,0,"['utterly', 'without', 'merit', 'level', 'akin', 'torture']",6
ill even say it again  this is torture  ,0,"['ill', 'even', 'say', 'torture']",4
maybe there would be a reasonable explanation for this atrocity  ,0,"['maybe', 'would', 'reasonable', 'explanation', 'atrocity']",5
not a pleasant voyage of selfdiscovery  ,0,"['pleasant', 'voyage', 'selfdiscovery']",3
highly unrecommended  ,0,"['highly', 'unrecommended']",2
if this premise sound stupid thats because it is  ,0,"['premise', 'sound', 'stupid', 'thats']",4
yes its that bad  ,0,"['yes', 'bad']",2
nothing at all to recommend  ,0,"['nothing', 'recommend']",2
an excellent performance from ms  ,1,"['excellent', 'performance', 'm']",3
garbo who showed right off the bat that her talents could carry over from the silent era i wanted to see some of her silent work but netflix doesnt seem to be stocking them  ,1,"['garbo', 'showed', 'right', 'bat', 'talent', 'could', 'carry', 'silent', 'era', 'wanted', 'see', 'silent', 'work', 'netflix', 'doesnt', 'seem', 'stocking']",17
its also great to see that renowned silent screenwriter frances marion hasnt missed a step going from silent to sound  ,1,"['also', 'great', 'see', 'renowned', 'silent', 'screenwriter', 'france', 'marion', 'hasnt', 'missed', 'step', 'going', 'silent', 'sound']",14
this movie suffered because of the writing it needed more suspense  ,0,"['movie', 'suffered', 'writing', 'needed', 'suspense']",5
there were too many close ups  ,0,"['many', 'close', 'ups']",3
but other than that the movie seemed to drag and the heroes didnt really work for their freedom  ,0,"['movie', 'seemed', 'drag', 'hero', 'didnt', 'really', 'work', 'freedom']",8
but this movie is definitely a below average rent  ,0,"['movie', 'definitely', 'average', 'rent']",4
youll love it  ,1,"['youll', 'love']",2
this movie is bad  ,0,"['movie', 'bad']",2
so bad  ,0,['bad'],1
the film is way too long  ,0,"['film', 'way', 'long']",3
this is definitely one of the bad ones  ,0,"['definitely', 'one', 'bad', 'one']",4
the movie i received was a great quality film for its age  ,1,"['movie', 'received', 'great', 'quality', 'film', 'age']",6
john wayne did an incredible job for being so young in the movie industry  ,1,"['john', 'wayne', 'incredible', 'job', 'young', 'movie', 'industry']",7
his on screen presence shined thought even though there were other senior actors on the screen with him  ,1,"['screen', 'presence', 'shined', 'thought', 'even', 'though', 'senior', 'actor', 'screen']",9
i think that it is a must see older john wayne film  ,1,"['think', 'must', 'see', 'older', 'john', 'wayne', 'film']",7
i really dont see how anyone could enjoy this movie  ,0,"['really', 'dont', 'see', 'anyone', 'could', 'enjoy', 'movie']",7
i dont think ive ever seen a movie half as boring as this selfindulgent piece of junk  ,0,"['dont', 'think', 'ive', 'ever', 'seen', 'movie', 'half', 'boring', 'selfindulgent', 'piece', 'junk']",11
it probably would have been better if the director hadnt spent most of the movie showcasing his own art work which really isnt that noteworthy  ,0,"['probably', 'would', 'better', 'director', 'hadnt', 'spent', 'movie', 'showcasing', 'art', 'work', 'really', 'isnt', 'noteworthy']",13
another thing i didnt really like is when a character got punched in the face a gallon of blood would spew forth soon after  ,0,"['another', 'thing', 'didnt', 'really', 'like', 'character', 'got', 'punched', 'face', 'gallon', 'blood', 'would', 'spew', 'forth', 'soon']",15
jamie foxx absolutely is ray charles  ,1,"['jamie', 'foxx', 'absolutely', 'ray', 'charles']",5
his performance is simply genius  ,1,"['performance', 'simply', 'genius']",3
he owns the film just as spacek owned coal miners daughter and quaid owned great balls of fire  ,1,"['owns', 'film', 'spacek', 'owned', 'coal', 'miner', 'daughter', 'quaid', 'owned', 'great', 'ball', 'fire']",12
 in fact its hard to remember that the part of ray charles is being acted and not played by the man himself  ,1,"['fact', 'hard', 'remember', 'part', 'ray', 'charles', 'acted', 'played', 'man']",9
ray charles is legendary  ,1,"['ray', 'charles', 'legendary']",3
ray charles life provided excellent biographical material for the film which goes well beyond being just another movie about a musician  ,1,"['ray', 'charles', 'life', 'provided', 'excellent', 'biographical', 'material', 'film', 'go', 'well', 'beyond', 'another', 'movie', 'musician']",14
hitchcock is a great director  ,1,"['hitchcock', 'great', 'director']",3
ironically i mostly find his films a total waste of time to watch  ,0,"['ironically', 'mostly', 'find', 'film', 'total', 'waste', 'time', 'watch']",8
secondly hitchcock pretty much perfected the thriller and chase movie  ,1,"['secondly', 'hitchcock', 'pretty', 'much', 'perfected', 'thriller', 'chase', 'movie']",8
its this pandering to the audience that sabotages most of his films  ,0,"['pandering', 'audience', 'sabotage', 'film']",4
hence the whole story lacks a certain energy  ,0,"['hence', 'whole', 'story', 'lack', 'certain', 'energy']",6
the plot simply rumbles on like a machine desperately depending on the addition of new scenes  ,0,"['plot', 'simply', 'rumble', 'like', 'machine', 'desperately', 'depending', 'addition', 'new', 'scene']",10
there are the usual hitchcock logic flaws  ,0,"['usual', 'hitchcock', 'logic', 'flaw']",4
mishima is extremely uninteresting  ,0,"['mishima', 'extremely', 'uninteresting']",3
this is a chilly unremarkable movie about an author livingworking in a chilly abstruse culture  ,0,"['chilly', 'unremarkable', 'movie', 'author', 'livingworking', 'chilly', 'abstruse', 'culture']",8
the flat reenactments dont hold your attention because they are emotionally adrift and stagy  ,0,"['flat', 'reenactment', 'dont', 'hold', 'attention', 'emotionally', 'adrift', 'stagy']",8
and the rest of it just sits there being awful with soldiers singing songs about the masculinity they pledge themselves to hairsplitting about purity the admiration of swords etc  ,0,"['rest', 'sits', 'awful', 'soldier', 'singing', 'song', 'masculinity', 'pledge', 'hairsplitting', 'purity', 'admiration', 'sword', 'etc']",13
he can bore you to pieces and kill the momentum of a movie quicker than anyone else  ,0,"['bore', 'piece', 'kill', 'momentum', 'movie', 'quicker', 'anyone', 'else']",8
schrader has made a resume full of lousy amateurish films  ,0,"['schrader', 'made', 'resume', 'full', 'lousy', 'amateurish', 'film']",7
when i first watched this movie in the 80s i loved it  ,1,"['first', 'watched', 'movie', '80', 'loved']",5
i was totally fascinated by the music the dancing everything  ,1,"['totally', 'fascinated', 'music', 'dancing', 'everything']",5
however i recently watched the whole thing again on dvd and i was completely struck by how extremely stupid the storyline was  how it contained holes inconsistencies and  frankly  a whole lot of crap  and how horrid the dancing was  ,0,"['however', 'recently', 'watched', 'whole', 'thing', 'dvd', 'completely', 'struck', 'extremely', 'stupid', 'storyline', 'contained', 'hole', 'inconsistency', 'frankly', 'whole', 'lot', 'crap', 'horrid', 'dancing']",20
i mean in a realistic world she would never have gotten into that ballet repertory the whole thing was quite pathetic  ,0,"['mean', 'realistic', 'world', 'would', 'never', 'gotten', 'ballet', 'repertory', 'whole', 'thing', 'quite', 'pathetic']",12
the character developments also lacked in depth  ,0,"['character', 'development', 'also', 'lacked', 'depth']",5
woa talk about awful  ,0,"['woa', 'talk', 'awful']",3
do not waste your time  ,0,"['waste', 'time']",2
it was just too horrible  ,0,['horrible'],1
the worst sappiest dialogue i could go on and on  ,0,"['worst', 'sappiest', 'dialogue', 'could', 'go']",5
but what really made it unwatchable was the direction  ,0,"['really', 'made', 'unwatchable', 'direction']",4
the poor actors  ,0,"['poor', 'actor']",2
you cant even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action  ,0,"['cant', 'even', 'tell', 'talent', 'pathetic', 'line', 'speak', 'director', 'gave', 'action']",10
if you check the directors filmography on this site you will see why this film didnt have a chance  ,0,"['check', 'director', 'filmography', 'site', 'see', 'film', 'didnt', 'chance']",8
this would not even be good as a made for tv flick  ,0,"['would', 'even', 'good', 'made', 'tv', 'flick']",6
if good intentions made a film great then this film might be one of the greatest films ever made  ,1,"['good', 'intention', 'made', 'film', 'great', 'film', 'might', 'one', 'greatest', 'film', 'ever', 'made']",12
the film has great actors a master director a significant themeat least a wouldbe significant theme undertone of fifties existential worldweariness aerial scenes that ought to have thrilled both senses and imagination and characters about which one might deeply care  ,1,"['film', 'great', 'actor', 'master', 'director', 'significant', 'themeat', 'least', 'wouldbe', 'significant', 'theme', 'undertone', 'fifty', 'existential', 'worldweariness', 'aerial', 'scene', 'ought', 'thrilled', 'sens', 'imagination', 'character', 'one', 'might', 'deeply', 'care']",26
regrettably the film fails  ,0,"['regrettably', 'film', 'fails']",3
the movie lacks visual interest drama expression of feeling and celebration of the very patriotism that underlines the narrative  ,0,"['movie', 'lack', 'visual', 'interest', 'drama', 'expression', 'feeling', 'celebration', 'patriotism', 'underline', 'narrative']",11
no actress has been worse used that june allison in this movie  ,0,"['actress', 'worse', 'used', 'june', 'allison', 'movie']",6
yet i enjoy watching it  ,1,"['yet', 'enjoy', 'watching']",3
unfortunately this is a bad movie that is just plain bad  ,0,"['unfortunately', 'bad', 'movie', 'plain', 'bad']",5
bad script bad direction and horrible acting make this one plain bad  ,0,"['bad', 'script', 'bad', 'direction', 'horrible', 'acting', 'make', 'one', 'plain', 'bad']",10
the dialogue sucked  ,0,"['dialogue', 'sucked']",2
the cinematographyif it can be called thatsucked  ,0,"['cinematographyif', 'called', 'thatsucked']",3
the soundtrack sucked  ,0,"['soundtrack', 'sucked']",2
the acting sucked  ,0,"['acting', 'sucked']",2
the concert sequences just sucked  ,0,"['concert', 'sequence', 'sucked']",3
